MOVIE,member_no,DEPARTMENT.y,gender,gender_count
Captain America: Civil War_(2016),27,Music Department_,Women,11
Captain America: Civil War_(2016),27,Other crew_,Men,141
Captain America: Civil War_(2016),27,Other crew_,Other,12
Captain America: Civil War_(2016),27,Other crew_,Women,93
Captain America: Civil War_(2016),27,Produced by_,Men,11
Captain America: Civil War_(2016),27,Produced by_,Women,3
Captain America: Civil War_(2016),27,Production Design by_,Men,1
Captain America: Civil War_(2016),27,Production Management_,Men,9
Captain America: Civil War_(2016),27,Production Management_,Other,1
Captain America: Civil War_(2016),27,Production Management_,Women,5
Captain America: Civil War_(2016),27,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),27,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),27,Set Decoration by_,Men,1
Captain America: Civil War_(2016),27,Set Decoration by_,Women,1
Captain America: Civil War_(2016),27,Sound Department_,Men,48
Captain America: Civil War_(2016),27,Sound Department_,Women,8
Captain America: Civil War_(2016),27,Special Effects by_,Men,54
Captain America: Civil War_(2016),27,Special Effects by_,Other,1
Captain America: Civil War_(2016),27,Special Effects by_,Women,10
Captain America: Civil War_(2016),27,Stunts_,Men,159
Captain America: Civil War_(2016),27,Stunts_,Other,13
Captain America: Civil War_(2016),27,Stunts_,Women,32
Captain America: Civil War_(2016),27,Thanks_,Men,27
Captain America: Civil War_(2016),27,Thanks_,Other,2
Captain America: Civil War_(2016),27,Thanks_,Women,4
Captain America: Civil War_(2016),27,Transportation Department_,Men,43
Captain America: Civil War_(2016),27,Transportation Department_,Other,2
Captain America: Civil War_(2016),27,Transportation Department_,Women,11
Captain America: Civil War_(2016),27,Visual Effects by_,Men,881
Captain America: Civil War_(2016),27,Visual Effects by_,Other,70
Captain America: Civil War_(2016),27,Visual Effects by_,Women,245
Captain America: Civil War_(2016),27,Writing Credits _,Men,6
Captain America: Civil War_(2016),56,Animation Department_,Men,21
Captain America: Civil War_(2016),56,Animation Department_,Other,4
Captain America: Civil War_(2016),56,Animation Department_,Women,7
Captain America: Civil War_(2016),56,Art Department_,Men,103
Captain America: Civil War_(2016),56,Art Department_,Other,1
Captain America: Civil War_(2016),56,Art Department_,Women,31
Captain America: Civil War_(2016),56,Art Direction by_,Men,4
Captain America: Civil War_(2016),56,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),56,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),56,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),56,Casting By_,Women,1
Captain America: Civil War_(2016),56,Casting Department_,Men,7
Captain America: Civil War_(2016),56,Casting Department_,Women,5
Captain America: Civil War_(2016),56,Cinematography by_,Men,1
Captain America: Civil War_(2016),56,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),56,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),56,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),56,Costume Design by_,Other,1
Captain America: Civil War_(2016),56,Directed by_,Men,2
Captain America: Civil War_(2016),56,Editorial Department_,Men,31
Captain America: Civil War_(2016),56,Editorial Department_,Other,2
Captain America: Civil War_(2016),56,Editorial Department_,Women,8
Captain America: Civil War_(2016),56,Film Editing by_,Men,2
Captain America: Civil War_(2016),56,Location Management_,Men,11
Captain America: Civil War_(2016),56,Location Management_,Women,3
Captain America: Civil War_(2016),56,Makeup Department_,Men,16
Captain America: Civil War_(2016),56,Makeup Department_,Other,2
Captain America: Civil War_(2016),56,Makeup Department_,Women,20
Captain America: Civil War_(2016),56,Music by_,Men,1
Captain America: Civil War_(2016),56,Music Department_,Men,38
Captain America: Civil War_(2016),56,Music Department_,Other,3
Captain America: Civil War_(2016),56,Music Department_,Women,11
Captain America: Civil War_(2016),56,Other crew_,Men,141
Captain America: Civil War_(2016),56,Other crew_,Other,12
Captain America: Civil War_(2016),56,Other crew_,Women,93
Captain America: Civil War_(2016),56,Produced by_,Men,11
Captain America: Civil War_(2016),56,Produced by_,Women,3
Captain America: Civil War_(2016),56,Production Design by_,Men,1
Captain America: Civil War_(2016),56,Production Management_,Men,9
Captain America: Civil War_(2016),56,Production Management_,Other,1
Captain America: Civil War_(2016),56,Production Management_,Women,5
Captain America: Civil War_(2016),56,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),56,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),56,Set Decoration by_,Men,1
Captain America: Civil War_(2016),56,Set Decoration by_,Women,1
Captain America: Civil War_(2016),56,Sound Department_,Men,48
Captain America: Civil War_(2016),56,Sound Department_,Women,8
Captain America: Civil War_(2016),56,Special Effects by_,Men,54
Captain America: Civil War_(2016),56,Special Effects by_,Other,1
Captain America: Civil War_(2016),56,Special Effects by_,Women,10
Captain America: Civil War_(2016),56,Stunts_,Men,159
Captain America: Civil War_(2016),56,Stunts_,Other,13
Captain America: Civil War_(2016),56,Stunts_,Women,32
Captain America: Civil War_(2016),56,Thanks_,Men,27
Captain America: Civil War_(2016),56,Thanks_,Other,2
Captain America: Civil War_(2016),56,Thanks_,Women,4
Captain America: Civil War_(2016),56,Transportation Department_,Men,43
Captain America: Civil War_(2016),56,Transportation Department_,Other,2
Captain America: Civil War_(2016),56,Transportation Department_,Women,11
Captain America: Civil War_(2016),56,Visual Effects by_,Men,881
Captain America: Civil War_(2016),56,Visual Effects by_,Other,70
Captain America: Civil War_(2016),56,Visual Effects by_,Women,245
Captain America: Civil War_(2016),56,Writing Credits _,Men,6
Captain America: Civil War_(2016),65,Animation Department_,Men,21
Captain America: Civil War_(2016),65,Animation Department_,Other,4
Captain America: Civil War_(2016),65,Animation Department_,Women,7
Captain America: Civil War_(2016),65,Art Department_,Men,103
Captain America: Civil War_(2016),65,Art Department_,Other,1
Captain America: Civil War_(2016),65,Art Department_,Women,31
Captain America: Civil War_(2016),65,Art Direction by_,Men,4
Captain America: Civil War_(2016),65,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),65,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),65,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),65,Casting By_,Women,1
Captain America: Civil War_(2016),65,Casting Department_,Men,7
Captain America: Civil War_(2016),65,Casting Department_,Women,5
Captain America: Civil War_(2016),65,Cinematography by_,Men,1
Captain America: Civil War_(2016),65,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),65,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),65,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),65,Costume Design by_,Other,1
Captain America: Civil War_(2016),65,Directed by_,Men,2
Captain America: Civil War_(2016),65,Editorial Department_,Men,31
Captain America: Civil War_(2016),65,Editorial Department_,Other,2
Captain America: Civil War_(2016),65,Editorial Department_,Women,8
Captain America: Civil War_(2016),65,Film Editing by_,Men,2
Captain America: Civil War_(2016),65,Location Management_,Men,11
Captain America: Civil War_(2016),65,Location Management_,Women,3
Captain America: Civil War_(2016),65,Makeup Department_,Men,16
Captain America: Civil War_(2016),65,Makeup Department_,Other,2
Captain America: Civil War_(2016),65,Makeup Department_,Women,20
Captain America: Civil War_(2016),65,Music by_,Men,1
Captain America: Civil War_(2016),65,Music Department_,Men,38
Captain America: Civil War_(2016),65,Music Department_,Other,3
Captain America: Civil War_(2016),65,Music Department_,Women,11
Captain America: Civil War_(2016),65,Other crew_,Men,141
Captain America: Civil War_(2016),65,Other crew_,Other,12
Captain America: Civil War_(2016),65,Other crew_,Women,93
Captain America: Civil War_(2016),65,Produced by_,Men,11
Captain America: Civil War_(2016),65,Produced by_,Women,3
Captain America: Civil War_(2016),65,Production Design by_,Men,1
Captain America: Civil War_(2016),65,Production Management_,Men,9
Captain America: Civil War_(2016),65,Production Management_,Other,1
Captain America: Civil War_(2016),65,Production Management_,Women,5
Captain America: Civil War_(2016),65,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),65,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),65,Set Decoration by_,Men,1
Captain America: Civil War_(2016),65,Set Decoration by_,Women,1
Captain America: Civil War_(2016),65,Sound Department_,Men,48
Captain America: Civil War_(2016),65,Sound Department_,Women,8
Captain America: Civil War_(2016),65,Special Effects by_,Men,54
Captain America: Civil War_(2016),65,Special Effects by_,Other,1
Captain America: Civil War_(2016),65,Special Effects by_,Women,10
Captain America: Civil War_(2016),65,Stunts_,Men,159
Captain America: Civil War_(2016),65,Stunts_,Other,13
Captain America: Civil War_(2016),65,Stunts_,Women,32
Captain America: Civil War_(2016),65,Thanks_,Men,27
Captain America: Civil War_(2016),65,Thanks_,Other,2
Captain America: Civil War_(2016),65,Thanks_,Women,4
Captain America: Civil War_(2016),65,Transportation Department_,Men,43
Captain America: Civil War_(2016),65,Transportation Department_,Other,2
Captain America: Civil War_(2016),65,Transportation Department_,Women,11
Captain America: Civil War_(2016),65,Visual Effects by_,Men,881
Captain America: Civil War_(2016),65,Visual Effects by_,Other,70
Captain America: Civil War_(2016),65,Visual Effects by_,Women,245
Captain America: Civil War_(2016),65,Writing Credits _,Men,6
Captain America: Civil War_(2016),204,Animation Department_,Men,21
Captain America: Civil War_(2016),204,Animation Department_,Other,4
Captain America: Civil War_(2016),204,Animation Department_,Women,7
Captain America: Civil War_(2016),204,Art Department_,Men,103
Captain America: Civil War_(2016),204,Art Department_,Other,1
Captain America: Civil War_(2016),204,Art Department_,Women,31
Captain America: Civil War_(2016),204,Art Direction by_,Men,4
Captain America: Civil War_(2016),204,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),204,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),204,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),204,Casting By_,Women,1
Captain America: Civil War_(2016),204,Casting Department_,Men,7
Captain America: Civil War_(2016),204,Casting Department_,Women,5
Captain America: Civil War_(2016),204,Cinematography by_,Men,1
Captain America: Civil War_(2016),204,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),204,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),204,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),204,Costume Design by_,Other,1
Captain America: Civil War_(2016),204,Directed by_,Men,2
Captain America: Civil War_(2016),204,Editorial Department_,Men,31
Captain America: Civil War_(2016),204,Editorial Department_,Other,2
Captain America: Civil War_(2016),204,Editorial Department_,Women,8
Captain America: Civil War_(2016),204,Film Editing by_,Men,2
Captain America: Civil War_(2016),204,Location Management_,Men,11
Captain America: Civil War_(2016),204,Location Management_,Women,3
Captain America: Civil War_(2016),204,Makeup Department_,Men,16
Captain America: Civil War_(2016),204,Makeup Department_,Other,2
Captain America: Civil War_(2016),204,Makeup Department_,Women,20
Captain America: Civil War_(2016),204,Music by_,Men,1
Captain America: Civil War_(2016),204,Music Department_,Men,38
Captain America: Civil War_(2016),204,Music Department_,Other,3
Captain America: Civil War_(2016),204,Music Department_,Women,11
Captain America: Civil War_(2016),204,Other crew_,Men,141
Captain America: Civil War_(2016),204,Other crew_,Other,12
Captain America: Civil War_(2016),204,Other crew_,Women,93
Captain America: Civil War_(2016),204,Produced by_,Men,11
Captain America: Civil War_(2016),204,Produced by_,Women,3
Captain America: Civil War_(2016),204,Production Design by_,Men,1
Captain America: Civil War_(2016),204,Production Management_,Men,9
Captain America: Civil War_(2016),204,Production Management_,Other,1
Captain America: Civil War_(2016),204,Production Management_,Women,5
Captain America: Civil War_(2016),204,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),204,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),204,Set Decoration by_,Men,1
Captain America: Civil War_(2016),204,Set Decoration by_,Women,1
Captain America: Civil War_(2016),204,Sound Department_,Men,48
Captain America: Civil War_(2016),204,Sound Department_,Women,8
Captain America: Civil War_(2016),204,Special Effects by_,Men,54
Captain America: Civil War_(2016),204,Special Effects by_,Other,1
Captain America: Civil War_(2016),204,Special Effects by_,Women,10
Captain America: Civil War_(2016),204,Stunts_,Men,159
Captain America: Civil War_(2016),204,Stunts_,Other,13
Captain America: Civil War_(2016),204,Stunts_,Women,32
Captain America: Civil War_(2016),204,Thanks_,Men,27
